Day,country,cases,rate
2020-02-18,Albania,0,0.0
2020-02-19,Albania,0,0.0
2020-02-20,Albania,0,0.0
2020-02-21,Albania,0,0.0
2020-02-22,Albania,0,0.0
2020-02-23,Albania,0,0.0
2020-02-24,Albania,0,0.0
2020-02-25,Albania,0,0.0
2020-02-26,Albania,0,0.0
2020-02-27,Albania,0,0.0
2020-02-28,Albania,0,0.0
2020-02-29,Albania,0,0.0
2020-03-01,Albania,0,0.0
2020-03-02,Albania,0,0.0
2020-03-03,Albania,0,0.0
2020-03-04,Albania,0,0.0
2020-03-05,Albania,0,0.0
2020-03-06,Albania,0,0.0
2020-03-07,Albania,0,0.0
2020-03-08,Albania,0,0.0
2020-03-09,Albania,2,400.0
2020-03-10,Albania,10,20.0
2020-03-11,Albania,12,91.66666666666666
2020-03-12,Albania,23,43.47826086956522
2020-03-13,Albania,33,15.151515151515156
2020-03-14,Albania,38,10.526315789473685
2020-03-15,Albania,42,21.42857142857143
2020-03-16,Albania,51,0.0
2020-01-22,Algeria,0,0.0
2020-01-23,Algeria,0,0.0
2020-01-24,Algeria,0,0.0
2020-01-25,Algeria,0,0.0
2020-01-26,Algeria,0,0.0
2020-01-27,Algeria,0,0.0
2020-01-28,Algeria,0,0.0
2020-01-29,Algeria,0,0.0
2020-01-30,Algeria,0,0.0
2020-01-31,Algeria,0,0.0
2020-02-01,Algeria,0,0.0
2020-02-02,Algeria,0,0.0
2020-02-03,Algeria,0,0.0
2020-02-04,Algeria,0,0.0
2020-02-05,Algeria,0,0.0
2020-02-06,Algeria,0,0.0
2020-02-07,Algeria,0,0.0
2020-02-08,Algeria,0,0.0
2020-02-09,Algeria,0,0.0
2020-02-10,Algeria,0,0.0
2020-02-11,Algeria,0,0.0
2020-02-12,Algeria,0,0.0
2020-02-13,Algeria,0,0.0
2020-02-14,Algeria,0,0.0
2020-02-15,Algeria,0,0.0
2020-02-16,Algeria,0,0.0
2020-02-17,Algeria,0,0.0
2020-02-18,Algeria,0,0.0
2020-02-19,Algeria,0,0.0
2020-02-20,Algeria,0,0.0
2020-02-21,Algeria,0,0.0
2020-02-22,Algeria,0,0.0
2020-02-23,Algeria,0,0.0
2020-02-24,Algeria,0,0.0
2020-02-25,Algeria,1,0.0
2020-02-26,Algeria,1,0.0
2020-02-27,Algeria,1,0.0
2020-02-28,Algeria,1,0.0
2020-02-29,Algeria,1,0.0
2020-03-01,Algeria,1,200.0
2020-03-02,Algeria,3,66.66666666666666
2020-03-03,Algeria,5,140.0
2020-03-04,Algeria,12,0.0
2020-03-05,Algeria,12,41.66666666666666
2020-03-06,Algeria,17,0.0
2020-03-07,Algeria,17,11.764705882352942
2020-03-08,Algeria,19,5.263157894736835
2020-03-09,Algeria,20,0.0
2020-03-10,Algeria,20,0.0
2020-03-11,Algeria,20,20.0
2020-03-12,Algeria,24,8.333333333333329
2020-03-13,Algeria,26,42.30769230769232
2020-03-14,Algeria,37,29.72972972972974
2020-03-15,Algeria,48,12.5
2020-03-16,Algeria,54,0.0
2020-01-22,Andorra,0,0.0
2020-01-23,Andorra,0,0.0
2020-01-24,Andorra,0,0.0
2020-01-25,Andorra,0,0.0
2020-01-26,Andorra,0,0.0
2020-01-27,Andorra,0,0.0
2020-01-28,Andorra,0,0.0
2020-01-29,Andorra,0,0.0
2020-01-30,Andorra,0,0.0
2020-01-31,Andorra,0,0.0
2020-02-01,Andorra,0,0.0
2020-02-02,Andorra,0,0.0
2020-02-03,Andorra,0,0.0
2020-02-04,Andorra,0,0.0
2020-02-05,Andorra,0,0.0
2020-02-06,Andorra,0,0.0
2020-02-07,Andorra,0,0.0
2020-02-08,Andorra,0,0.0
2020-02-09,Andorra,0,0.0
2020-02-10,Andorra,0,0.0
2020-02-11,Andorra,0,0.0
2020-02-12,Andorra,0,0.0
2020-02-13,Andorra,0,0.0
2020-02-14,Andorra,0,0.0
2020-02-15,Andorra,0,0.0
2020-02-16,Andorra,0,0.0
2020-02-17,Andorra,0,0.0
2020-02-18,Andorra,0,0.0
2020-02-19,Andorra,0,0.0
2020-02-20,Andorra,0,0.0
2020-02-21,Andorra,0,0.0
2020-02-22,Andorra,0,0.0
2020-02-23,Andorra,0,0.0
2020-02-24,Andorra,0,0.0
2020-02-25,Andorra,0,0.0
2020-02-26,Andorra,0,0.0
2020-02-27,Andorra,0,0.0
2020-02-28,Andorra,0,0.0
2020-02-29,Andorra,0,0.0
2020-03-01,Andorra,0,0.0
2020-03-02,Andorra,1,0.0
2020-03-03,Andorra,1,0.0
2020-03-04,Andorra,1,0.0
2020-03-05,Andorra,1,0.0
2020-03-06,Andorra,1,0.0
2020-03-07,Andorra,1,0.0
2020-03-08,Andorra,1,0.0
2020-03-09,Andorra,1,0.0
2020-03-10,Andorra,1,0.0
2020-03-11,Andorra,1,0.0
2020-03-12,Andorra,1,0.0
2020-03-13,Andorra,1,0.0
2020-03-14,Andorra,1,0.0
2020-03-15,Andorra,1,100.0
2020-03-16,Andorra,2,0.0
2020-01-22,Antigua and Barbuda,0,0.0
2020-01-23,Antigua and Barbuda,0,0.0
2020-01-24,Antigua and Barbuda,0,0.0
2020-01-25,Antigua and Barbuda,0,0.0
2020-01-26,Antigua and Barbuda,0,0.0
2020-01-27,Antigua and Barbuda,0,0.0
2020-01-28,Antigua and Barbuda,0,0.0
2020-01-29,Antigua and Barbuda,0,0.0
2020-01-30,Antigua and Barbuda,0,0.0
2020-01-31,Antigua and Barbuda,0,0.0
2020-02-01,Antigua and Barbuda,0,0.0
2020-02-02,Antigua and Barbuda,0,0.0
2020-02-03,Antigua and Barbuda,0,0.0
2020-02-04,Antigua and Barbuda,0,0.0
2020-02-05,Antigua and Barbuda,0,0.0
2020-02-06,Antigua and Barbuda,0,0.0
2020-02-07,Antigua and Barbuda,0,0.0
2020-02-08,Antigua and Barbuda,0,0.0
2020-02-09,Antigua and Barbuda,0,0.0
2020-02-10,Antigua and Barbuda,0,0.0
2020-02-11,Antigua and Barbuda,0,0.0
2020-02-12,Antigua and Barbuda,0,0.0
2020-02-13,Antigua and Barbuda,0,0.0
2020-02-14,Antigua and Barbuda,0,0.0
2020-02-15,Antigua and Barbuda,0,0.0
2020-02-16,Antigua and Barbuda,0,0.0
2020-02-17,Antigua and Barbuda,0,0.0
2020-02-18,Antigua and Barbuda,0,0.0
2020-02-19,Antigua and Barbuda,0,0.0
2020-02-20,Antigua and Barbuda,0,0.0
2020-02-21,Antigua and Barbuda,0,0.0
2020-02-22,Antigua and Barbuda,0,0.0
2020-02-23,Antigua and Barbuda,0,0.0
2020-02-24,Antigua and Barbuda,0,0.0
2020-02-25,Antigua and Barbuda,0,0.0
2020-02-26,Antigua and Barbuda,0,0.0
2020-02-27,Antigua and Barbuda,0,0.0
2020-02-28,Antigua and Barbuda,0,0.0
2020-02-29,Antigua and Barbuda,0,0.0
2020-03-01,Antigua and Barbuda,0,0.0
2020-03-02,Antigua and Barbuda,0,0.0
2020-03-03,Antigua and Barbuda,0,0.0
2020-03-04,Antigua and Barbuda,0,0.0
2020-03-05,Antigua and Barbuda,0,0.0
2020-03-06,Antigua and Barbuda,0,0.0
2020-03-07,Antigua and Barbuda,0,0.0
2020-03-08,Antigua and Barbuda,0,0.0
2020-03-09,Antigua and Barbuda,0,0.0
2020-03-10,Antigua and Barbuda,0,0.0
2020-03-11,Antigua and Barbuda,0,0.0
2020-03-12,Antigua and Barbuda,0,0.0
2020-03-13,Antigua and Barbuda,1,0.0
2020-03-14,Antigua and Barbuda,1,0.0
2020-03-15,Antigua and Barbuda,1,0.0
2020-03-16,Antigua and Barbuda,1,0.0
2020-01-22,Argentina,0,0.0
2020-01-23,Argentina,0,0.0
2020-01-24,Argentina,0,0.0
2020-01-25,Argentina,0,0.0
2020-01-26,Argentina,0,0.0
2020-01-27,Argentina,0,0.0
2020-01-28,Argentina,0,0.0
2020-01-29,Argentina,0,0.0
2020-01-30,Argentina,0,0.0
2020-01-31,Argentina,0,0.0
2020-02-01,Argentina,0,0.0
2020-02-02,Argentina,0,0.0
2020-02-03,Argentina,0,0.0
2020-02-04,Argentina,0,0.0
2020-02-05,Argentina,0,0.0
2020-02-06,Argentina,0,0.0
2020-02-07,Argentina,0,0.0
2020-02-08,Argentina,0,0.0
2020-02-09,Argentina,0,0.0
2020-02-10,Argentina,0,0.0
2020-02-11,Argentina,0,0.0
2020-02-12,Argentina,0,0.0
2020-02-13,Argentina,0,0.0
2020-02-14,Argentina,0,0.0
2020-02-15,Argentina,0,0.0
2020-02-16,Argentina,0,0.0
2020-02-17,Argentina,0,0.0
2020-02-18,Argentina,0,0.0
2020-02-19,Argentina,0,0.0
2020-02-20,Argentina,0,0.0
2020-02-21,Argentina,0,0.0
2020-02-22,Argentina,0,0.0
2020-02-23,Argentina,0,0.0
2020-02-24,Argentina,0,0.0
2020-02-25,Argentina,0,0.0
2020-02-26,Argentina,0,0.0
2020-02-27,Argentina,0,0.0
2020-02-28,Argentina,0,0.0
2020-02-29,Argentina,0,0.0
2020-03-01,Argentina,0,0.0
2020-03-02,Argentina,0,0.0
2020-03-03,Argentina,1,0.0
2020-03-04,Argentina,1,0.0
2020-03-05,Argentina,1,100.0
2020-03-06,Argentina,2,300.0
2020-03-07,Argentina,8,50.0
2020-03-08,Argentina,12,0.0
2020-03-09,Argentina,12,41.66666666666666
2020-03-10,Argentina,17,11.764705882352942
2020-03-11,Argentina,19,0.0
2020-03-12,Argentina,19,63.15789473684211
2020-03-13,Argentina,31,9.677419354838705
2020-03-14,Argentina,34,32.35294117647058
2020-03-15,Argentina,45,24.444444444444443
2020-03-16,Argentina,56,0.0
2020-01-22,Armenia,0,0.0
2020-01-23,Armenia,0,0.0
2020-01-24,Armenia,0,0.0
2020-01-25,Armenia,0,0.0
2020-01-26,Armenia,0,0.0
2020-01-27,Armenia,0,0.0
2020-01-28,Armenia,0,0.0
2020-01-29,Armenia,0,0.0
2020-01-30,Armenia,0,0.0
2020-01-31,Armenia,0,0.0
2020-02-01,Armenia,0,0.0
2020-02-02,Armenia,0,0.0
2020-02-03,Armenia,0,0.0
2020-02-04,Armenia,0,0.0
2020-02-05,Armenia,0,0.0
2020-02-06,Armenia,0,0.0
2020-02-07,Armenia,0,0.0
2020-02-08,Armenia,0,0.0
2020-02-09,Armenia,0,0.0
2020-02-10,Armenia,0,0.0
2020-02-11,Armenia,0,0.0
2020-02-12,Armenia,0,0.0
2020-02-13,Armenia,0,0.0
2020-02-14,Armenia,0,0.0
2020-02-15,Armenia,0,0.0
2020-02-16,Armenia,0,0.0
2020-02-17,Armenia,0,0.0
2020-02-18,Armenia,0,0.0
2020-02-19,Armenia,0,0.0
2020-02-20,Armenia,0,0.0
2020-02-21,Armenia,0,0.0
2020-02-22,Armenia,0,0.0
2020-02-23,Armenia,0,0.0
2020-02-24,Armenia,0,0.0
2020-02-25,Armenia,0,0.0
2020-02-26,Armenia,0,0.0
2020-02-27,Armenia,0,0.0
2020-02-28,Armenia,0,0.0
2020-02-29,Armenia,0,0.0
2020-03-01,Armenia,1,0.0
2020-03-02,Armenia,1,0.0
2020-03-03,Armenia,1,0.0
2020-03-04,Armenia,1,0.0
2020-03-05,Armenia,1,0.0
2020-03-06,Armenia,1,0.0
2020-03-07,Armenia,1,0.0
2020-03-08,Armenia,1,0.0
2020-03-09,Armenia,1,0.0
2020-03-10,Armenia,1,0.0
2020-03-11,Armenia,1,300.0
2020-03-12,Armenia,4,100.0
2020-03-13,Armenia,8,125.0
2020-03-14,Armenia,18,44.44444444444446
2020-03-15,Armenia,26,100.0
2020-03-16,Armenia,52,0.0
2020-01-22,Aruba,0,0.0
2020-01-23,Aruba,0,0.0
2020-01-24,Aruba,0,0.0
2020-01-25,Aruba,0,0.0
2020-01-26,Aruba,0,0.0
2020-01-27,Aruba,0,0.0
2020-01-28,Aruba,0,0.0
2020-01-29,Aruba,0,0.0
2020-01-30,Aruba,0,0.0
2020-01-31,Aruba,0,0.0
2020-02-01,Aruba,0,0.0
2020-02-02,Aruba,0,0.0
2020-02-03,Aruba,0,0.0
2020-02-04,Aruba,0,0.0
2020-02-05,Aruba,0,0.0
2020-02-06,Aruba,0,0.0
2020-02-07,Aruba,0,0.0
2020-02-08,Aruba,0,0.0
2020-02-09,Aruba,0,0.0
2020-02-10,Aruba,0,0.0
2020-02-11,Aruba,0,0.0
2020-02-12,Aruba,0,0.0
2020-02-13,Aruba,0,0.0
2020-02-14,Aruba,0,0.0
2020-02-15,Aruba,0,0.0
2020-02-16,Aruba,0,0.0
2020-02-17,Aruba,0,0.0
2020-02-18,Aruba,0,0.0
2020-02-19,Aruba,0,0.0
2020-02-20,Aruba,0,0.0
2020-02-21,Aruba,0,0.0
2020-02-22,Aruba,0,0.0
2020-02-23,Aruba,0,0.0
2020-02-24,Aruba,0,0.0
2020-02-25,Aruba,0,0.0
2020-02-26,Aruba,0,0.0
2020-02-27,Aruba,0,0.0
2020-02-28,Aruba,0,0.0
2020-02-29,Aruba,0,0.0
2020-03-01,Aruba,0,0.0
2020-03-02,Aruba,0,0.0
2020-03-03,Aruba,0,0.0
2020-03-04,Aruba,0,0.0
2020-03-05,Aruba,0,0.0
2020-03-06,Aruba,0,0.0
2020-03-07,Aruba,0,0.0
2020-03-08,Aruba,0,0.0
2020-03-09,Aruba,0,0.0
2020-03-10,Aruba,0,0.0
2020-03-11,Aruba,0,0.0
2020-03-12,Aruba,0,0.0
2020-03-13,Aruba,2,0.0
2020-03-14,Aruba,2,0.0
2020-03-15,Aruba,2,0.0
2020-03-16,Aruba,2,0.0
2020-01-22,Australia,0,0.0
2020-01-23,Australia,0,0.0
2020-01-24,Australia,0,0.0
2020-01-25,Australia,0,0.0
2020-01-26,Australia,4,25.0
2020-01-27,Australia,5,0.0
2020-01-28,Australia,5,20.0
2020-01-29,Australia,6,50.0
2020-01-30,Australia,9,0.0
2020-01-31,Australia,9,33.33333333333334
2020-02-01,Australia,12,0.0
2020-02-02,Australia,12,0.0
2020-02-03,Australia,12,8.333333333333329
2020-02-04,Australia,13,0.0
2020-02-05,Australia,13,7.692307692307693
2020-02-06,Australia,14,7.142857142857139
2020-02-07,Australia,15,0.0
2020-02-08,Australia,15,0.0
2020-02-09,Australia,15,0.0
2020-02-10,Australia,15,0.0
2020-02-11,Australia,15,0.0
2020-02-12,Australia,15,0.0
2020-02-13,Australia,15,0.0
2020-02-14,Australia,15,0.0
2020-02-15,Australia,15,0.0
2020-02-16,Australia,15,0.0
2020-02-17,Australia,15,0.0
2020-02-18,Australia,15,0.0
2020-02-19,Australia,15,0.0
2020-02-20,Australia,15,26.66666666666667
2020-02-21,Australia,19,15.78947368421052
2020-02-22,Australia,22,0.0
2020-02-23,Australia,22,0.0
2020-02-24,Australia,22,0.0
2020-02-25,Australia,22,0.0
2020-02-26,Australia,22,4.545454545454547
2020-02-27,Australia,23,0.0
2020-02-28,Australia,23,8.695652173913047
2020-02-29,Australia,25,8.0
2020-03-01,Australia,27,11.111111111111114
2020-03-02,Australia,30,30.0
2020-03-03,Australia,39,33.33333333333334
2020-03-04,Australia,52,5.769230769230774
2020-03-05,Australia,55,9.090909090909093
2020-03-06,Australia,60,5.0
2020-03-07,Australia,63,20.634920634920633
2020-03-08,Australia,76,19.736842105263165
2020-03-09,Australia,91,17.582417582417577
2020-03-10,Australia,107,19.626168224299064
2020-03-11,Australia,128,0.0
2020-03-12,Australia,128,56.25
2020-03-13,Australia,200,25.0
2020-03-14,Australia,250,18.799999999999997
2020-03-15,Australia,297,26.936026936026934
2020-03-16,Australia,377,0.0
2020-01-22,Austria,0,0.0
2020-01-23,Austria,0,0.0
2020-01-24,Austria,0,0.0
2020-01-25,Austria,0,0.0
2020-01-26,Austria,0,0.0
2020-01-27,Austria,0,0.0
2020-01-28,Austria,0,0.0
2020-01-29,Austria,0,0.0
2020-01-30,Austria,0,0.0
2020-01-31,Austria,0,0.0
2020-02-01,Austria,0,0.0
2020-02-02,Austria,0,0.0
2020-02-03,Austria,0,0.0
2020-02-04,Austria,0,0.0
2020-02-05,Austria,0,0.0
2020-02-06,Austria,0,0.0
2020-02-07,Austria,0,0.0
2020-02-08,Austria,0,0.0
2020-02-09,Austria,0,0.0
2020-02-10,Austria,0,0.0
2020-02-11,Austria,0,0.0
2020-02-12,Austria,0,0.0
2020-02-13,Austria,0,0.0
2020-02-14,Austria,0,0.0
2020-02-15,Austria,0,0.0
2020-02-16,Austria,0,0.0
2020-02-17,Austria,0,0.0
2020-02-18,Austria,0,0.0
2020-02-19,Austria,0,0.0
2020-02-20,Austria,0,0.0
2020-02-21,Austria,0,0.0
2020-02-22,Austria,0,0.0
2020-02-23,Austria,0,0.0
2020-02-24,Austria,0,0.0
2020-02-25,Austria,2,0.0
2020-02-26,Austria,2,50.0
2020-02-27,Austria,3,0.0
2020-02-28,Austria,3,200.0
2020-02-29,Austria,9,55.55555555555554
2020-03-01,Austria,14,28.571428571428584
2020-03-02,Austria,18,16.66666666666667
2020-03-03,Austria,21,38.0952380952381
2020-03-04,Austria,29,41.37931034482759
2020-03-05,Austria,41,34.14634146341464
2020-03-06,Austria,55,43.636363636363626
2020-03-07,Austria,79,31.645569620253156
2020-03-08,Austria,104,25.961538461538467
2020-03-09,Austria,131,38.931297709923655
2020-03-10,Austria,182,35.164835164835154
2020-03-11,Austria,246,22.764227642276424
2020-03-12,Austria,302,66.88741721854305
2020-03-13,Austria,504,29.96031746031747
2020-03-14,Austria,655,31.297709923664115
2020-03-15,Austria,860,18.372093023255815
2020-03-16,Austria,1018,0.0
2020-01-22,Azerbaijan,0,0.0
2020-01-23,Azerbaijan,0,0.0
2020-01-24,Azerbaijan,0,0.0
2020-01-25,Azerbaijan,0,0.0
2020-01-26,Azerbaijan,0,0.0
2020-01-27,Azerbaijan,0,0.0
2020-01-28,Azerbaijan,0,0.0
2020-01-29,Azerbaijan,0,0.0
2020-01-30,Azerbaijan,0,0.0
2020-01-31,Azerbaijan,0,0.0
2020-02-01,Azerbaijan,0,0.0
2020-02-02,Azerbaijan,0,0.0
2020-02-03,Azerbaijan,0,0.0
2020-02-04,Azerbaijan,0,0.0
2020-02-05,Azerbaijan,0,0.0
2020-02-06,Azerbaijan,0,0.0
2020-02-07,Azerbaijan,0,0.0
2020-02-08,Azerbaijan,0,0.0
2020-02-09,Azerbaijan,0,0.0
2020-02-10,Azerbaijan,0,0.0
2020-02-11,Azerbaijan,0,0.0
2020-02-12,Azerbaijan,0,0.0
2020-02-13,Azerbaijan,0,0.0
2020-02-14,Azerbaijan,0,0.0
2020-02-15,Azerbaijan,0,0.0
2020-02-16,Azerbaijan,0,0.0
2020-02-17,Azerbaijan,0,0.0
2020-02-18,Azerbaijan,0,0.0
2020-02-19,Azerbaijan,0,0.0
2020-02-20,Azerbaijan,0,0.0
2020-02-21,Azerbaijan,0,0.0
2020-02-22,Azerbaijan,0,0.0
2020-02-23,Azerbaijan,0,0.0
2020-02-24,Azerbaijan,0,0.0
2020-02-25,Azerbaijan,0,0.0
2020-02-26,Azerbaijan,0,0.0
2020-02-27,Azerbaijan,0,0.0
2020-02-28,Azerbaijan,0,0.0
2020-02-29,Azerbaijan,0,0.0
2020-03-01,Azerbaijan,3,0.0
2020-03-02,Azerbaijan,3,0.0
2020-03-03,Azerbaijan,3,0.0
2020-03-04,Azerbaijan,3,100.0
2020-03-05,Azerbaijan,6,0.0
2020-03-06,Azerbaijan,6,50.0
2020-03-07,Azerbaijan,9,0.0
2020-03-08,Azerbaijan,9,0.0
2020-03-09,Azerbaijan,9,22.22222222222223
2020-03-10,Azerbaijan,11,0.0
2020-03-11,Azerbaijan,11,0.0
2020-03-12,Azerbaijan,11,36.363636363636374
2020-03-13,Azerbaijan,15,0.0
2020-03-14,Azerbaijan,15,53.33333333333334
2020-03-15,Azerbaijan,23,-34.78260869565217
2020-03-16,Azerbaijan,15,0.0
2020-01-22,Bahrain,0,0.0
2020-01-23,Bahrain,0,0.0
2020-01-24,Bahrain,0,0.0
2020-01-25,Bahrain,0,0.0
2020-01-26,Bahrain,0,0.0
2020-01-27,Bahrain,0,0.0
2020-01-28,Bahrain,0,0.0
2020-01-29,Bahrain,0,0.0
2020-01-30,Bahrain,0,0.0
2020-01-31,Bahrain,0,0.0
2020-02-01,Bahrain,0,0.0
2020-02-02,Bahrain,0,0.0
2020-02-03,Bahrain,0,0.0
2020-02-04,Bahrain,0,0.0
2020-02-05,Bahrain,0,0.0
2020-02-06,Bahrain,0,0.0
2020-02-07,Bahrain,0,0.0
2020-02-08,Bahrain,0,0.0
2020-02-09,Bahrain,0,0.0
2020-02-10,Bahrain,0,0.0
2020-02-11,Bahrain,0,0.0
2020-02-12,Bahrain,0,0.0
2020-02-13,Bahrain,0,0.0
2020-02-14,Bahrain,0,0.0
2020-02-15,Bahrain,0,0.0
2020-02-16,Bahrain,0,0.0
2020-02-17,Bahrain,0,0.0
2020-02-18,Bahrain,0,0.0
2020-02-19,Bahrain,0,0.0
2020-02-20,Bahrain,0,0.0
2020-02-21,Bahrain,0,0.0
2020-02-22,Bahrain,0,0.0
2020-02-23,Bahrain,0,0.0
2020-02-24,Bahrain,1,2200.0
2020-02-25,Bahrain,23,43.47826086956522
2020-02-26,Bahrain,33,0.0
2020-02-27,Bahrain,33,9.090909090909093
2020-02-28,Bahrain,36,13.888888888888886
2020-02-29,Bahrain,41,14.63414634146342
2020-03-01,Bahrain,47,4.255319148936167
2020-03-02,Bahrain,49,0.0
2020-03-03,Bahrain,49,6.122448979591837
2020-03-04,Bahrain,52,5.769230769230774
2020-03-05,Bahrain,55,9.090909090909093
2020-03-06,Bahrain,60,41.66666666666666
2020-03-07,Bahrain,85,0.0
2020-03-08,Bahrain,85,11.764705882352942
2020-03-09,Bahrain,95,15.78947368421052
2020-03-10,Bahrain,110,77.27272727272728
2020-03-11,Bahrain,195,0.0
2020-03-12,Bahrain,195,-3.07692307692308
2020-03-13,Bahrain,189,11.111111111111114
2020-03-14,Bahrain,210,1.904761904761898
2020-03-15,Bahrain,214,0.0
2020-03-16,Bahrain,214,0.0
2020-01-22,Bangladesh,0,0.0
2020-01-23,Bangladesh,0,0.0
2020-01-24,Bangladesh,0,0.0
2020-01-25,Bangladesh,0,0.0
2020-01-26,Bangladesh,0,0.0
2020-01-27,Bangladesh,0,0.0
2020-01-28,Bangladesh,0,0.0
2020-01-29,Bangladesh,0,0.0
2020-01-30,Bangladesh,0,0.0
2020-01-31,Bangladesh,0,0.0
2020-02-01,Bangladesh,0,0.0
2020-02-02,Bangladesh,0,0.0
2020-02-03,Bangladesh,0,0.0
2020-02-04,Bangladesh,0,0.0
2020-02-05,Bangladesh,0,0.0
2020-02-06,Bangladesh,0,0.0
2020-02-07,Bangladesh,0,0.0
2020-02-08,Bangladesh,0,0.0
2020-02-09,Bangladesh,0,0.0
2020-02-10,Bangladesh,0,0.0
2020-02-11,Bangladesh,0,0.0
2020-02-12,Bangladesh,0,0.0
2020-02-13,Bangladesh,0,0.0
2020-02-14,Bangladesh,0,0.0
2020-02-15,Bangladesh,0,0.0
2020-02-16,Bangladesh,0,0.0
2020-02-17,Bangladesh,0,0.0
2020-02-18,Bangladesh,0,0.0
2020-02-19,Bangladesh,0,0.0
2020-02-20,Bangladesh,0,0.0
2020-02-21,Bangladesh,0,0.0
2020-02-22,Bangladesh,0,0.0
2020-02-23,Bangladesh,0,0.0
2020-02-24,Bangladesh,0,0.0
2020-02-25,Bangladesh,0,0.0
2020-02-26,Bangladesh,0,0.0
2020-02-27,Bangladesh,0,0.0
2020-02-28,Bangladesh,0,0.0
2020-02-29,Bangladesh,0,0.0
2020-03-01,Bangladesh,0,0.0
2020-03-02,Bangladesh,0,0.0
2020-03-03,Bangladesh,0,0.0
2020-03-04,Bangladesh,0,0.0
2020-03-05,Bangladesh,0,0.0
2020-03-06,Bangladesh,0,0.0
2020-03-07,Bangladesh,0,0.0
2020-03-08,Bangladesh,3,0.0
2020-03-09,Bangladesh,3,0.0
2020-03-10,Bangladesh,3,0.0
2020-03-11,Bangladesh,3,0.0
2020-03-12,Bangladesh,3,0.0
2020-03-13,Bangladesh,3,0.0
2020-03-14,Bangladesh,3,66.66666666666666
2020-03-15,Bangladesh,5,60.0
2020-03-16,Bangladesh,8,0.0
2020-01-22,Belarus,0,0.0
2020-01-23,Belarus,0,0.0
2020-01-24,Belarus,0,0.0
2020-01-25,Belarus,0,0.0
2020-01-26,Belarus,0,0.0
2020-01-27,Belarus,0,0.0
2020-01-28,Belarus,0,0.0
2020-01-29,Belarus,0,0.0
2020-01-30,Belarus,0,0.0
2020-01-31,Belarus,0,0.0
2020-02-01,Belarus,0,0.0
